CB Captura,EAN MUNI,Producto,Factor de ConversiÛn
744607008914,744607008914,Bebida AlcohÛlica Preparada New Mix Cantarito 473 ml,1
744607002707,744607002707,Bebida AlcohÛlica Preparada New Mix Vampiro 473 ml,1
744607007825,744607007825,Bebida AlcohÛlica Preparada Jack Daniel's Whiskey con Agua Mineral 473 ml,1
737186940799,737186940799,Az˙car Mexicana de Alimentos Est·ndar 1 kg,1
737186940782,737186940782,Sal Mexicana de Alimentos De Mesa 1 kg,1
724869005425,724869005425,Mazap·n De La Rosa Gigante con Chocolate Paquete 12 Piezas 66 g,1
724869001397,724869001397,Mazap·n De La Rosa Original Paquete 20 Piezas 50 g,1
725226000879,725226000879,Dulce de Tamarindo PulparinDots Paquete 20 Sobres 30 g,1
7501011135055,7501011135055,Paleta Rockaleta Paquete 18 Piezas 24 g,1
7503030374996,7503030374996,Paleta Vero Mix Bolsa 20 Piezas 14.4 g,1
719886211881,719886211881,Dulce Enchilado Pelon Pelonazo Paquete 4 Piezas 80 g,1
73390018375,73390018375,Caramelo Chupa Chups Xtremes Paquete 18 Piezas Frutas 57 g,1
719886211737,719886211737,Dulce de Tamarindo Pelon Pelo Rico Bolsa 12 Piezas 30 g,1
7501011179899,7501011179899,Paleta Tix Tix Bolsa 30 Piezas Surtida 11 g,1
7500478008889,7500478008889,Dulce Suave Inspireka Moldeable Paquete 4 Piezas 45 g,1
7500478008896,7500478008896,Dulce en Pastillas Inspireka Konstru-Y Paquete 4 Piezas 49 g,1
7500478008902,7500478008902,Dulce en Pastillas Inspireka Armables Paquete 4 Piezas 32 g,1
7501024501014,7501024501014,Chocolate Hershey Dark Chocolate Amargo Paquete 3 Barras 41 g,1
789742896507,789742896507,Crema de Avellanas Nutella Frasco 650 g,1
7502226812700,7502226812700,Chicles Orbit 4's de Menta Paquete 40 Piezas 224 g,1
7502226813257,7502226813257,Chicles Orbit 4's de Fresa Paquete 40 Piezas 224 g,1
7502226812687,7502226812687,Chicles Orbit 4's de Polar Mint Paquete 40 Piezas 224 g,1
7502226813844,7502226813844,Chicles Orbit 4's de Hierbabuena Paquete 40 Piezas 224 g,1
7502226816937,7502226816937,Caramelo Skittles Original Paquete 10 Piezas 22 g,1
789742191824,789742191824,Chocolate Kinder Bueno Paquete 10 Piezas 43 g,1
7501059281172,7501059281172,Chocolate Freskas Paquete 9 Piezas 35 g,1
7501024527564,7501024527564,Caramelo Jolly Rancher Paquete 12 Piezas 34.2 g,1
7501058629913,7501058629913,Chocolate Kit Kat Paquete 9 Piezas 41.5 g,1
8000500165126,8000500165126,Huevo de Chocolate Kinder Sorpresa Paquete 8 Piezas 20 g,1
7501058623348,7501058623348,Chocolate Carlos V Stick Paquete 20 Piezas 8 g,1
7506174512255,7506174512255,Chocolate Snickers Paquete 6 Piezas 48 g,1
8000500267103,8000500267103,Pastelito Kinder Delice Cacao Paquete 10 Piezas 39 g,1
7622210457462,7622210457462,Pastillas Halls Menta Paquete 12 Piezas 25.2 g,1
7622210457516,7622210457516,Pastillas Halls Miel y LimÛn Paquete 12 Piezas 25.2 g,1
7622210457509,7622210457509,Pastillas Halls Mora Azul Paquete 12 Piezas 25.2 g,1
7622210457479,7622210457479,Pastillas Halls Cereza Paquete 12 Piezas 25.2 g,1
7622201770693,7622201770693,Chicles Bubbaloo Fresa Paquete 50 Piezas 5.1 g,1
7622201770570,7622201770570,Chicles Bubbaloo Mora Azul Paquete 50 Piezas 5.1 g,1
7622201770631,7622201770631,Chicles Bubbaloo Yerba Buena Paquete 50 Piezas 5.1 g,1
7622201770723,7622201770723,Chicles Bubbaloo Menta Paquete 50 Piezas 5.1 g,1
7622201770662,7622201770662,Chicles Bubbaloo Pl·tano Paquete 50 Piezas 5.1 g,1
8000500348055,8000500348055,Chocolate Kinder Paquete 18 Piezas 12.5 g,1
4008400221021,4008400221021,Chocolate Kinder Maxi Paquete 10 Piezas 21 g,1
756774013721,756774013721,Chocolate Turin Sin Az˙car Paquete 18 Piezas 18 g,1
756774013738,756774013738,Chocolate Turin 70% Amargo Paquete 18 Piezas 18 g,1
7506475100960,7506475100960,Chocolate Carlos V Semiamargo Sin Az˙car Paquete 10 Piezas 17 g,1
7501058656254,7501058656254,Chocolate Tin LarÌn Almendras Sin Az˙car Paquete 15 Piezas 19 g,1
7501024530267,7501024530267,Chocolate Hershey Amargo Sin Azucar Paquete 10 Piezas 17 g,1
30744218120914,30744218120914,Gomitas Lucky Gummy Aros de Durazno 1 kg,1
25046021499,25046021499,Chocolate Duvalin Trisabor Paquete 18 Piezas 15g 270 g,1
74323097474,74323097474,Chocolate Bubulubu Paquete 12 Piezas 35 g,1
74323008517,74323008517,Chocolate Paleta Payaso Paquete 10 Piezas 45 g,1
719886120183,719886120183,Dulce Acidito CrayÛn Paquete 10 Piezas 28 g,1
7506174512217,7506174512217,Chocolate Milki Way Paquete 6 Piezas 48 g,1
7503027878919,7503027878919,Paleta Crazy Dips Fresa Paquete 10 Piezas 12 g,1
30111483867,30111483867,Alimento Para Perro Royal Canin Veterinary Gastro Intestinal Low Fat 3 kg,1
30111582218,30111582218,Alimento Para Gato Royal Canin Adulto Persian 3.18 kg,1
3011154336,3011154336,Alimento Para Gato Royal Canin Adulto Siamese 2 kg,1
30111561565,30111561565,Alimento Para Perro Royal Canin Veterinary Diet Canine Apoyo Renal Select 2.72 kg,1
30111426062,30111426062,Alimento Para Perro Royal Canin Veterinary Diet Canine Urinary SO 3 kg,1
30111427670,30111427670,Alimento Para Perro Royal Canin Veterinary Diet Canine Hydrolyzed Protein Adult 3.5 kg,1
30111561572,30111561572,Alimento Para Perro Royal Canin Support S Veterinary Care Nutrition 8 kg,1
30111178039,30111178039,Alimento Para Perro Royal Canin Bulldog Adulto 13.6 kg,1
30111630223,30111630223,Alimento Para Gato Royal Canin Indoor Intense Hairball 34 2.72 kg,1
30111453327,30111453327,Alimento Para Perro Royal Canin Schnauzer Miniatura Adulto 4 kg,1
30111428219,30111428219,Alimento Para Perro Royal Canin Canine Early Cardiac Dry 7.9 kg,1
30111418203,30111418203,Alimento Para Perro Royal Canin Labrador Retriever Puppy 13.6 kg,1
30111542571,30111542571,Alimento Para Gato Royal Canin Kitten 3.1 kg,1
7502281120987,7502281120987,Alimento Para Perro Ganador Sobre Delicias Delicias de Pavo 100 g,1
7501072209788,7501072209788,Alimento Para Gato Felix Sobre Sabor Carne 85 g,1
7501072210289,7501072210289,Alimento Para Perro Dog Chow Sobre Adultos Pollo 100 g,1
7501072214522,7501072214522,Alimento Para Gato Purina Pro Plan Sobre Felino Adulto SalmÛn en Salsa 85 g,1
7501072214553,7501072214553,Alimento Para Gato Purina Pro Plan Sobre Esterilizado Pavo en Salsa 85 g,1
7501072213853,7501072213853,Alimento Para Gato Purina Fancy Feast Sobre de Pavo y Pollo 85 g,1
7501072213891,7501072213891,Alimento Para Gato Purina Fancy Feast Sobre Demi Glace SalmÛn 85 g,1
7501072213877,7501072213877,Alimento Para Gato Purina Fancy Feast Sobre de Cordero 85 g,1
7501072213884,7501072213884,Alimento Para Gato Purina Fancy Feast Sobre Mousse de Pollo 85 g,1
7501072214485,7501072214485,Alimento Para Perro Purina Pro Plan Sobre Adulto +1 AÒo Pollo en Salsa 85 g,1
7501072214515,7501072214515,Alimento Para Perro Purina Pro Plan Sobre Carne en Salsa 85 g,1
7501072214508,7501072214508,Alimento Para Perro Purina Pro Plan Sobre Cachorro Pollo en Salsa 85 g,1
7501072214492,7501072214492,Alimento Para Perro Purina Pro Plan Sobre Adulto +7 AÒos Pollo en Salsa 85 g,1
7503020053320,7503020053320,Alimento Para Perro Nupec Digestive Care Treats Pollo con Arroz 180 g,1
7503020053306,7503020053306,Alimento Para Perro Nupec Joing Care Treats Omega 3 180 g,1
7503020053566,7503020053566,Alimento Para Perro Nupec Training Treats Bajo en CalorÌas 180 g,1
7503020053337,7503020053337,Alimento Para Perro Nupec Smart Treats 180 g,1
7503020053313,7503020053313,Alimento Para Perro Nupec Relax Treats 180 g,1
30111420657,30111420657,Alimento Para Perro Royal Canin Canine Health Nutrition Adult In Gel Canned 385 g,1
30111429018,30111429018,Alimento Para Perro Royal Canin Hepatic 410 g,1
30111472335,30111472335,Alimento Para Perro Royal Canin Veterinary Diet Satiety Support 380 g,1
23100604015,23100604015,Alimento Para Perro Royal Canin Urinary SO 385 g,1
7501049912123,7501049912123,Cerveza Noche Buena Premium 12 Pack 355 ml,1
7501303904253,7501303904253,Yoghurt Chilchota con Durazno 1 kg,1
7501303904215,7501303904215,Yoghurt Chilchota con Manzana 1 kg,1
750130315273,750130315273,Yoghurt Chilchota Natural Cremoso 1 kg,1
75010550399244,75010550399244,Queso Rancherito Amarillo LÌquido para Nachos 1 kg,1
7501303994216,7501303994216,Queso Chilchota de Cabra Port Salut 650 g,1
7501303996579,7501303996579,Queso Chilchota de Cabra al Vino Tinto Por Salut 650 g,1
7501303992748,7501303992748,Queso Chilchota Tipo Sierra Artesanal 1 kg,1
7501303992465,7501303992465,Queso Chilchota Sierra de Cabra con JalapeÒo 1 kg,1
7501303949155,7501303949155,Boliyoghurt Chilchota Paquete 12 Piezas Varios Sabores 70 g,1
7501303949865,7501303949865,Yoghurt Chilchota con Durazno 110 g,1
7501303949827,7501303949827,Yoghurt Chilchota con Frutas y Cereales 110 g,1
7501303949803,7501303949803,Yoghurt Chilchota con Fresa 110 g,1
7501303949841,7501303949841,Yoghurt Chilchota con Mango 110 g,1
7501303949810,7501303949810,Yoghurt Chilchota con Manzana 110 g,1
7501303949875,7501303949875,Yoghurt Chilchota Natural Cremoso 110 g,1
20585800000,20585800000,Tocino de Pierna de Cerdo FUD Ahumado Rebanado 250 g,1
7501019006692-1,7501019006692-1,#N/A,1
7501063500177,7501063500177,Paleta Tutsi Pop Bolsa 50 Piezas 20 g,1
757528016395,757528016395,Chocolate Chocoretas Bolsa 500 g,1
757528016401,757528016401,Chocolate Kranky Bolsa 500 g,1
7502271911397,7502271911397,Chocolates M&Ms Paquete Variado 14 Piezas 47.9 g,1
840004029214,840004029214,Gelatinas ICEE Paquete Variado 100 Piezas 10 g,1
7501607500205,7501607500205,Banderilla Enchilada Tama - Roca Bolsa 20 Piezas 20 g,1
7501607500038,7501607500038,Dulce Enchilado Tama - Roca Pellizco Paquete 40 Piezas 20 g,1
608890082320,608890082320,Paleta de Dulce Enchilado ALTO Paquete 16 Piezas 36 g,1
754279000109,754279000109,Paleta de Caramelo Alvbro Pollo Asado Paquete 40 Piezas 14 g,1
799583003002,799583003002,Paleta de Caramelo Alvbro Huesito Paquete 40 Piezas 12.75 g,1
7503030572002,7503030572002,Paletas Enchiladas Vero Mix Banda Fuego Paquete 20 Piezas 15.5 g,1
757528041526,757528041526,Gomita Pica Fresa Paquete 65 Piezas 12 g,1
608890030475,608890030475,Tamarindo Tamix Paquete 20 Piezas 22.5 g,1
7502226819594,7502226819594,Dulce Enchilado Salsagueti Enchilator Paquete 12 Piezas 24 g,1
7502226818849,7502226818849,Dulce Enchilado Salsagueti Aciditos Paquete 12 Piezas 24 g,1
7502226818528,7502226818528,Paleta de Caramelo Lucas Muecas Sabor Tamarindo Paquete 10 Piezas 24 g,1
7502226815138,7502226815138,Paleta de Caramelo Lucas PanzÛn Paquete 10 Piezas 38 g,1
7502226819211,7502226819211,Dulce Enchilado Lucas Gusano Paquete 10 Piezas 36 g,1
7502226814988,7502226814988,Paleta de Caramelo Lucas Muecas Surtido 10 Piezas 24 g,1
725181750109,725181750109,Dulce Enchilado Lucas Bomvaso 10 Piezas 30 g,1
7502246440938,7502246440938,Dulce Enchilado Karla Vasito Paquete 8 Piezas 150 g,1
744218100120,744218100120,Manguitos Lucky Gummy Enchilados Paquete 1 kg,1
7501624799781,7501624799781,Banderilla de Tamarindo Enchilada Betamex Paquete 50 Piezas 2 kg,1
7501063903237,7501063903237,Dulce de Tamarindo Diablitos Bote con 110 Piezas 1.65 kg,1
7501624799316,7501624799316,Tarugo Enchilado Betamex Bote con 100 Piezas 1.5 kg,1
634130100011,634130100011,Dulces Tamborines Paquete 100 Piezas 4.5 g,1
7503005897901,7503005897901,Paleta Raqueta Enchilada Miguelito Paquete 40 Piezas 22 g,1
719886152825,719886152825,Jarabe Pelon Pelo Rico Sabor Tamarindo con Chile 5.2 kg,1
790203023561,790203023561,Paleta de Tamarindo Marimbas Indy Paquete 12 Pezas 35 g,1
725226001722,725226001722,Dulce de Tamarindo PulparinDots Extra Hot Paquete 20 Sobres 30 g,1
7503008304796,7503008304796,Caramelo Macizo Bibi Polviz con Polvo Picosito Paquete 12 Piezas 20 g,1
750-007-001-003,750-007-001-003,Huevo Blanco San Juan Granel 1 unid,1
10823703800633,10823703800633,Aceite M·xima de Oliva Extra Virgen 500 ml,1
10823703801999,10823703801999,Aceite M·xima de Oliva Extra Virgen SelecciÛn Especial 250 ml,1
10823703801975,10823703801975,Aceite M·xima de Oliva Extra Virgen SelecciÛn Especial 500 ml,1
10823703800046,10823703800046,Sopa de Pasta M·xima Codo No. 3 200 g,1
10823703800060,10823703800060,Sopa de Pasta M·xima Fideo 200 g,1
10823703800053,10823703800053,Sopa de Pasta M·xima Codo No. 2 200 g,1
10823703800091,10823703800091,Sopa de Pasta M·xima Spaguetti 200 g,1
10823703801500,10823703801500,Galletas M·xima MarÌas 160 g,1
10823703801272,10823703801272,#N/A,1
10823703800305,10823703800305,Coctel de Frutas M·xima En AlmÌbar Lata 820 g,1
10823703801012,10823703801012,Aceitunas M·xima Deshuesadas 235 g,1
10823703801005,10823703801005,Aceitunas M·xima Enteras 235 g,1
10823703801418,10823703801418,Chiles M·xima Chipotles 105 g,1
10823703801425,10823703801425,Chiles M·xima Chipotles 215 g,1
10823703800367,10823703800367,CafÈ M·xima Soluble Frasco 50 g,1
5078653,5078653,CafÈ M·xima Soluble Frasco 200 g,1
10823703800350,10823703800350,CafÈ M·xima Soluble Frasco 100 g,1
10823703801135,10823703801135,CafÈ M·xima Soluble Descafeinado 100 g,1
10823703802330,10823703802330,JabÛn LÌquido M·xima Manzana Verde 1 l,1
10823703802316,10823703802316,JabÛn LÌquido M·xima Frutos Rojos 1 l,1
10823703800626,10823703800626,Aceite M·xima de Oliva 3 l,1
18233703801036,18233703801036,Cubos de Durazno M·xima En AlmÌbar 3 kg,1
10823703801722,10823703801722,Chiles JalapeÒos M·xima en Rajas Bolsa 3 kg,1
10823703800749,10823703800749,Alimento L·cteo M·xima Ultra Pasteurizado 1 l,1
10823703801647,10823703801647,Papel HigiÈnico M·xima Manzanilla 600 Hojas 4 rollos,1
10823703801746,10823703801746,Papel HigiÈnico M·xima AlgodÛn 400 Hojas 4 rollos,1
10823703801944,10823703801944,Papel HigiÈnico M·xima Rollo Individual 400 Hojas 1 unid,1
10823703802026,10823703802026,#N/A,1
10823703800121,10823703800121,Papel Aluminio M·xima No.5 2.9 Metros 1 unid,1
20823703800159,20823703800159,Papel Aluminio M·xima Modelo 50 Tender 270 g,1
10823703170118,10823703170118,Foco LED M·xima EnergÌa + Luz FrÌa 8.5W 1 unid,1
82370380033,82370380033,Servilletas M·xima Rectangulares 125 unid,1
10823703802118,10823703802118,Detergente M·xima LÌquido Para Ropa Oscura 7 l,1
10823703802125,10823703802125,Suavizante M·xima Rocio Primaveral 7 l,1
10823703800916,10823703800916,At˙n en Aceite M·xima  140 g,1
10823703800923,10823703800923,At˙n en Agua M·xima  140 g,1
10823703802378,10823703802378,Agua M·xima Natural 1.5 l,1
10823703802354,10823703802354,Agua M·xima Natural 500 ml,1
10823703802361,10823703802361,Agua M·xima Natural 1 l,1
7501023106401,7501023106401,Fibra Verde Scotch Brite  1 unid,1
20823703801231,20823703801231,Gelatina En Polvo Maxima Sabor Fresa 120 g,1
20823703801248,20823703801248,Gelatina En Polvo Maxima Sabor LimÛn 120 g,1
20823703801255,20823703801255,Gelatina En Polvo Maxima Sabor Uva 120 g,1
10823703800183,10823703800183,Aceitunas Maxima Deshuesadas 935 g,1
10823703800954,10823703800954,Rebanadas de PiÒa Maxima En AlmÌbar 2.8 kg,1
328703800964,328703800964,Trozos de PiÒa Maxima En AlmÌbar 2.8 kg,1
10823703801869,10823703801869,Chiles JalapeÒos Maxima Enteros 3 kg,1
20823703801873,20823703801873,Papel HigiÈnico Maxima Almendra 400 Hojas Dobles 4 rollos,1
10823703802040,10823703802040,Servitoalla Maxima 180 Hojas 1 unid,1
10823703800435,10823703800435,Servilletas Maxima Rectangulares 250 unid,1
7610113012376,7610113012376,Ron Bacardi AÒejo 980 ml,1
7501055373079,7501055373079,Hard Seltzer Topo Chico Strawberry Guava 6 Pack 355 ml,1
7501055373055,7501055373055,Hard Seltzer Topo Chico Pineapple Twist 6 Pack 355 ml,1
7501055373062,7501055373062,Hard Seltzer Topo Chico Tangy Lemon Lime Pack 355 ml,1
80050513,80050513,Chocolate Ferrero Rocher Campana 16 Piezas 200 g,1
8000500373798,8000500373798,Chocolate Ferrero Rocher Gigante 125 g,1
8000500248607,8000500248607,Chocolate Ferrero Rocher Surtido 15 Piezas 162 g,1
7501024548712,7501024548712,Chocolate Hershey¬¥s Kisses con Leche y Almendras 72 g,1
7501024595655,7501024595655,Chocolate Hershey¬¥s Kisses Tubo SelecciÛn Especial CafÈ Moka 180 g,1
7501024581542,7501024581542,Chocolate Hershey¬¥s Kisses Estuche Surtido 265 g,1
7502271912691,7502271912691,Chocolate Turin Tubo EdiciÛn Limitada 180 g,1
8000500245682,8000500245682,Huevo de Chocolate Kinder Sorpresa Gigante 100 g,1
850697002524,850697002524,Galletas Mac'Ma Selecciones Finas Surtido 330 g,1
850697002517,850697002517,Galletas Mac'Ma EscocÈs Surtido 330 g,1
850697002760,850697002760,Galletas Mac'Ma ParisÈn Surtido 170 g,1
850697002500,850697002500,Galletas Mac'Ma Presidente Surtido 350 g,1
750-002-001-014,750-002-001-014,Achiote  Molido 100 g,1
750-002-001-015,750-002-001-015,AjonjolÌ   100 g,1
750-002-001-016,750-002-001-016,Almendra  Carmel 250 g,1
750-002-001-017,750-002-001-017,Almendra  Fileteada 250 g,1
750-002-001-018,750-002-001-018,Anis   50 g,1
750-002-001-019,750-002-001-019,Ar·ndano  Deshidratado 100 g,1
750-002-001-020,750-002-001-020,Avellana   100 g,1
750-002-001-021,750-002-001-021,Cacahuate  Crudo Sin C·scara 250 g,1
750-002-001-022,750-002-001-022,Canela  4 Continental 5 pulgadas 50 g,1
750-002-001-023,750-002-001-023,Canela  Molida SintÈtica 30 g,1
750-002-001-024,750-002-001-024,Cereza  Deshidratada 100 g,1
750-002-001-025,750-002-001-025,Chile Chipotle   250 g,1
750-002-001-026,750-002-001-026,Clavo  De Olor Premium 50 g,1
750-002-001-027,750-002-001-027,Comino  Molido 20 g,1
750-002-001-028,750-002-001-028,Flor de Jamaica  Premium 100 g,1
750-009-001-029,750-009-001-029,Higo  Deshidratado 100 g,1
750-002-001-030,750-002-001-030,Hoja de Laurel   20 g,1
750-009-001-031,750-009-001-031,Kiwi  Deshidratado en Cubos 100 g,1
750-009-001-032,750-009-001-032,Manzana  Deshidratada en Cubos 100 g,1
750-002-001-033,750-002-001-033,Menta   100 g,1
750-002-001-034,750-002-001-034,Nuez Moscada   50 g,1
750-002-001-035,750-002-001-035,Nuez Pecana  Entera 100 g,1
750-002-001-036,750-002-001-036,Oregano   20 g,1
750-009-001-037,750-009-001-037,Pera Deshidratadas   100 g,1
750-002-001-038,750-002-001-038,Perejil   20 g,1
750-002-001-039,750-002-001-039,Piloncillo  Aprox 220g 1 unid,1
750-002-001-040,750-002-001-040,Piloncillo  TapÛn 500 g,1
750-002-001-041,750-002-001-041,Pimienta  Gorda 50 g,1
750-002-001-042,750-002-001-042,Pimienta Negra  Molida 50 g,1
750-002-001-043,750-002-001-043,Sal   100 g,1
750-002-001-044,750-002-001-044,Sal de Mar   250 g,1
750-002-001-045,750-002-001-045,Semilla de Calabaza  Rusa Pelada 250 g,1
750-009-001-046,750-009-001-046,Uva Pasa   100 g,1
750-009-001-047,750-009-001-047,Ciruela Pasa  Grande Sin Hueso Deshidratada 250 g,1
750-009-001-048,750-009-001-048,Mix de Frutos Secos   100 g,1
750-009-001-049,750-009-001-049,Mix de Frutos Secos   110 g,1
7501078506515,7501078506515,Pimiento del Piquillo en Salmuera La Pasiega  410 g,1
7501461802699,7501461802699,Chiles G¡ºeros Guindilla Fruterry Frasco 300 g,1
7501078500452,7501078500452,Aceitunas Verdes La Pasiega Sin Hueso 240 g,1
7501078509806,7501078509806,Mitades de Durazno en Almibar La Pasiega  820 g,1
7501027579843,7501027579843,Pezonera Advanced Evenflo 2 unid,1
7501943484214,7501943484214,Shampoo y JabÛn LÌquido Huggies Supreme 2 en 1 200 ml,1
7501027592187,7501027592187,Toallitas H˙medas Para Lactancia Advanced Evenflo 40 unid,1
7501249601926,7501249601926,Toallitas H˙medas Postday para Higiene Intima 12 unid,1
7501050624008,7501050624008,Talco Mexsana para Pies 80 g,1
3337875764032,3337875764032,Protector Solar La Roche Posay Antihelios Fluido Invisible 50 ml,1
7501054504870,7501054504870,B·lsamo Labial Labello Original 4.8 g,1
7800005082123,7800005082123,Hilo Dental Oral-B Sin Cera 50 m,1
8429420128644,8429420128644,Agua Micelar Isdin Micellar Solution 4 en 1 400 ml,1
3337875543248,3337875543248,Agua Termal Vichy MinÈral 89 Fortificador de la Piel 50 ml,1
7502276040436,7502276040436,Desodorante Mexsana para Pies en Aerosol Antibacterial + Antitranspirante 150 ml,1
7501056339548,7501056339548,Petrolato Vaseline Original 100 g,1
7506425624669,7506425624669,Toallas H˙medas Huggies Eco Protect 80 unid,1
20800600347,20800600347,Tampones Tampax Super Plus 10 unid,1
7794640171420,7794640171420,Tabletas Limpiadoras Corega Tabs 3 Minutos 30 unid,1
7506425623815,7506425623815,Desinfectante Antibacterial Escudo de Superficies en Aerosol 400 ml,1
7501019051104,7501019051104,Toallas Femeninas Tena para Higiene Intima Lady Discret Extra Nocturna 8 unid,1
7506307505673,7506307505673,Kit Agua Micelar Bioderma Sensibio H2o 500ml + 250ml 2 unid,1
841068581782,841068581782,Vino Blanco Verdejo Berceo D.O. Rueda 2017 750 ml,1
841068571873,841068571873,Vino Tinto Garnacha M·s de Berceo D.O Rueda 2018 750 ml,1
8421950473010,8421950473010,Vino Tinto Tempranillo El Torito  750 ml,1
8421950424043,8421950424043,Vino Tinto Tempranillo El Plano D.O. Rueda 2020 750 ml,1
8410685712440,8410685712440,Vino Tinto Tempranillo M·s de Berceo D.O. Rueda 750 ml,1
8410685612115,8410685612115,Vino Tinto Tempranillo Berceo D.O. Rueda 2020 750 ml,1
8501110080439,8501110080439,Ron Havana Club AÒejo 7 AÒos 700 ml,1
5000281055381,5000281055381,Ron Captain Morgan White 700 ml,1
8501110080231,8501110080231,Ron Havana Club AÒejo 3 AÒos 700 ml,1
750-024-006-045,750-024-006-045,Pavo Entero Natural  Peso Aprox. 6 kg,1
750-024-006-046,750-024-006-046,Pierna de Cerdo sin Hueso  Peso Aprox. 1 kg,1
750-024-006-047,750-024-006-047,Pierna de Cerdo sin Hueso  Peso Aprox. 3 kg,1
750-024-006-048,750-024-006-048,Pierna de Cerdo sin Hueso  Peso Aprox. 6 kg,1
7501035030169,7501035030169,Sidra Poma Rosa  1.7 l,1
7501035030084,7501035030084,Sidra El Pomar  1.7 l,1
7501019031137,7501019031137,Toallas Femeninas Saba Amore Regular con Alas 8 unid,1
7509546068909,7509546068909,Pasta Dental Colgate Triple AcciÛn 50 ml,1
7702010631191,7702010631191,Cepillo Dental Colgate Triple AcciÛn 1 unid,1
7501019068515,7501019068515,Pantiprotectores Saba Diarios Regular 28 unid,1
7506078959989,7506078959989,Tinte Para Cabello Garnier Nutrisse ColorÌssimos 5562 Fresa 1 unid,1
7501061810636,7501061810636,Cepillo Dental Doraldent Superior 1 unid,1
7502254073821,7502254073821,Desinfectante Antibacterial Glesol 7 en 1 443 ml,1
7501943474895,7501943474895,PaÒales Diapro para Adulto Predoblados Unitalla 10 unid,1
41333428482,41333428482,Pila Alcalina Duracell AAA 6 unid,1
7702031291565,7702031291565,Shampoo Infantil Johnson's Baby Original 200 ml,1
3337875597388,3337875597388,Crema Corporal CeraVe Hidratante para Piel Seca a Muy Seca 454 g,1
41333666426,41333666426,Pila Alcalina Duracell AA 6 unid,1
7891010037185,7891010037185,Crema Johnson's Hidratante Baby Original 200 ml,1
650240013898,650240013898,Crema Facial Teatrical Con Rosas y Lanolina 52 g,1
7501032901851,7501032901851,Repelente de Mosquitos OFF! en Spray 177 ml,1
4005900259615,4005900259615,Protector Solar Nivea Sun FPS 50+ HidrataciÛn Prolongada con Pantenol 200 ml,1
7501027579683,7501027579683,Bolsas Almacenadoras de Leche Materna Evenflo Advanced Pre-esterilizadas 25 Bolsas 1 unid,1
7501050624015,7501050624015,Talco Mexsana para Caballero 160 g,1
7501027560131,7501027560131,Protectores Desechables Evenflo Advanced para Lactancia Caja 40 unid,1
850195004181,850195004181,#N/A,1
7501431208193,7501431208193,#N/A,1
7503032606583,7503032606583,#N/A,1
2864632172,2864632172,#N/A,1
7502296667972,7502296667972,#N/A,1
5000291025633,5000291025633,Ginebra Tanqueray London Extra Dry 750 ml,1
7501043700504,7501043700504,Jarabe Natural La MadrileÒa Endulzante 1 l,1
7501043709354,7501043709354,Licor Flamingo de Naranja Curacao 1 l,1
7503023578431,7503023578431,Licor de CaÒa Los Reyes AÒejo 250 ml,1
7501043707459,7501043707459,Licor Flamingo de Durazno 1 l,1
7610594252049,7610594252049,Licor Kahl˙a de CafÈ 1 l,1
6860840001070,6860840001070,Mezcal El Recuerdo de Oaxaca Abocado con Gusano 750 ml,1
7501005617338,7501005617338,Tequila 100 AÒos Reposado 700 ml,1
7501035012219,7501035012219,Tequila Jose Cuervo Tradicional Plata 695 ml,1
7501035043169,7501035043169,Tequila Maestro Dobel Diamante 700 ml,1
823703802555,823703802555,Aceite Vegetal M·xima  800 ml,1
7501005600781,7501005600781,Tequila Sauza Reposado 1 l,1
7501005600804,7501005600804,Tequila Sauza Reposado 700 ml,1
7501005617505,7501005617505,Tequila Hornitos Reposado 700 ml,1
7501151075013,7501151075013,Tequila Siete Lenguas Blanco 750 ml,1
7501053160718,7501053160718,Vino Tinto L.A. Cetto Tempranillo 750 ml,1
85000007839,85000007839,Vino Rosado Gallo Family White Zinfandel 750 ml,1
7501053160206,7501053160206,Vino Rosado L.A. Cetto Blanc de Zinfandel 750 ml,1
75003023578325,75003023578325,Vino Tinto Chateau Domecq Cosecha Seleccionada 750 ml,1
7501053160084,7501053160084,Vino Tinto La Cetto Reserva Privada 750 ml,1
8421293031007,8421293031007,Vino Tinto ViÒas del Vero 2019 750 ml,1
5000267023601,5000267023601,Whisky Johnnie Walker Black Label 1 l,1
5011007015497,5011007015497,Whisky Jameson  750 ml,1
13602000101,13602000101,Polvo para Hornear Relax  50 g,1
13602000200,13602000200,Polvo para Hornear Relax  100 g,1
750-018-001-001,750-018-001-001,Caja de Dulces Ch·ak Grande (13 Dulces) 705 g,1
750-018-001-002,750-018-001-002,Caja de Dulces Ch·ak Grande Premium (17 Dulces) 1000 g,1
750-003-001-001,750-003-001-001,Rosca de Reyes   Tradicional Grande  1.8 kg,1
750-006-001-001,750-006-001-001,#N/A,1
658480001262,658480001262,Tostadas de MaÌz Sanissimo Cl·sica 216 g,1
18076809578216,18076809578216,Pasta Barilla Spaghetti N.5 200 g,1
28076809513061,28076809513061,Pasta Barilla Codo N. 2 200 g,1
28076809513023,28076809513023,Pasta Barilla Fideo N. 0 200 g,1
8076809074742,8076809074742,Pasta Barilla Lasagne 500 g,1
18076809571194,18076809571194,Pasta Barilla Fusilli 500 g,1
28076809515201,28076809515201,Pasta Barilla Spaghetti N.5 500 g,1
